Project,Scenario,Dollar_year,Weather_year,Start_day,gea,country,tz,t
Cambium24,HighRECost_LowNGPrice,2023$,2012,Sunday,PJM_West,usa,CT,2050
Metric definitions and scenario descriptions: 2024 Cambium Documentation (https://www.nrel.gov/docs/fy25osti/93005.pdf)
Time,Time,Load,Load,Load,Load,Load,Load,Load,Transmission,Transmission,Operational,Operational,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Curtailment,Curtailment,Curtailment,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation
Datetime,Datetime,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh/MWh,MWh/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
timestamp,timestamp_local,busbar_load_for_enduse,battery_charging,phs_charging,trans_losses,busbar_load,enduse_load,net_load_busbar,imports,exports,distloss_rate_avg,distloss_rate_marg,aer_gen_co2_c,aer_gen_ch4_c,aer_gen_n2o_c,aer_gen_co2_p,aer_gen_ch4_p,aer_gen_n2o_p,aer_gen_co2e_c,aer_gen_co2e_p,aer_gen_co2e,aer_load_co2_c,aer_load_ch4_c,aer_load_n2o_c,aer_load_co2_p,aer_load_ch4_p,aer_load_n2o_p,aer_load_co2e_c,aer_load_co2e_p,aer_load_co2e,lrmer_co2_c,lrmer_ch4_c,lrmer_n2o_c,lrmer_co2_p,lrmer_ch4_p,lrmer_n2o_p,lrmer_co2e_c,lrmer_co2e_p,lrmer_co2e,srmer_co2_c,srmer_ch4_c,srmer_n2o_c,srmer_co2_p,srmer_ch4_p,srmer_n2o_p,srmer_co2e_c,srmer_co2e_p,srmer_co2e,energy_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,curt_wind_MWh,curt_solar_MWh,curtailment_MWh,generation,variable_generation,battery_MWh,biomass_MWh,canada_MWh,coal_MWh,csp_MWh,distpv_MWh,gas-cc_MWh,gas-ct_MWh,geothermal_MWh,hydro_MWh,nuclear_MWh,o-g-s_MWh,phs_MWh,upv_MWh,wind-ons_MWh,wind-ofs_MWh
2050-01-01 01:00:00,2050-01-01 00:00:00,15382.1,0.0,0.0,155.1,15537.2,14888.9,10601.1,9415.4,11941.7,0.0321,0.0419,0.0,0.0,0.0,4.9,11.5,0.11,0.0,5.2,5.2,3.3,0.1,0.01,4.0,33.3,0.08,3.3,5.0,8.3,36.6,0.7,0.07,4.3,274.2,0.02,36.6,12.5,49.1,423.0,8.0,0.8,50.0,3192.3,0.18,423.5,145.2,568.6,8.55,0.0,0.0,8.55,8.92,0.0,0.0,8.92,0.0,0.0,0.0,18063.5,4936.2,3245.9,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,9819.4,0.0,0.0,0.0,4936.2,0.0
2050-01-01 02:00:00,2050-01-01 01:00:00,14503.2,0.0,0.0,134.7,14637.8,14045.7,9824.8,7358.9,10983.9,0.0315,0.0395,0.0,0.0,0.0,4.8,11.3,0.11,0.0,5.2,5.2,4.1,0.1,0.01,4.3,40.0,0.09,4.1,5.6,9.7,36.5,0.7,0.07,4.3,273.8,0.02,36.5,12.5,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.55,0.0,0.0,8.55,8.9,0.0,0.0,8.9,0.0,0.0,0.0,18262.8,4813.0,3568.4,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,9819.4,0.0,0.0,0.0,4813.0,0.0
2050-01-01 03:00:00,2050-01-01 02:00:00,13918.9,0.0,0.0,128.5,14047.4,13484.1,9185.3,7190.3,10697.1,0.0312,0.0379,0.0,0.0,0.0,5.0,11.8,0.11,0.0,5.4,5.4,2.9,0.1,0.01,4.2,31.4,0.09,2.9,5.2,8.2,34.7,0.7,0.07,4.1,261.7,0.02,34.8,11.9,46.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.55,0.0,0.0,8.55,8.89,0.0,0.0,8.89,0.0,0.0,0.0,17554.2,4862.1,2810.7,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,9819.4,0.0,0.0,0.0,4862.1,0.0
2050-01-01 04:00:00,2050-01-01 03:00:00,13573.7,0.0,0.0,128.7,13702.4,13151.8,8807.6,6811.5,10556.4,0.0311,0.037,0.0,0.0,0.0,5.0,11.9,0.11,0.0,5.4,5.4,3.4,0.1,0.01,4.4,34.9,0.09,3.4,5.4,8.8,45.6,0.9,0.09,5.4,343.7,0.02,45.6,15.7,61.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.55,0.0,0.0,8.55,8.88,0.0,0.0,8.88,0.0,0.0,0.0,17447.2,4894.8,2671.1,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,9819.4,0.0,0.0,0.0,4894.8,0.0
2050-01-01 05:00:00,2050-01-01 04:00:00,13391.6,0.0,0.0,130.9,13522.4,12976.4,8554.0,7057.4,11204.7,0.031,0.0365,0.0,0.0,0.0,5.0,11.7,0.11,0.0,5.3,5.3,3.2,0.1,0.01,4.3,33.0,0.09,3.2,5.3,8.4,42.2,0.8,0.08,5.0,318.3,0.02,42.2,14.5,56.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.55,0.0,0.0,8.55,8.87,0.0,0.0,8.87,0.0,0.0,0.0,17669.8,4968.4,2820.0,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,9819.4,0.0,0.0,0.0,4968.4,0.0
2050-01-01 06:00:00,2050-01-01 05:00:00,13630.5,0.0,0.0,156.1,13786.6,13206.5,8799.0,9725.7,10808.0,0.0311,0.0372,0.0,0.0,0.0,5.9,13.9,0.13,0.0,6.4,6.4,0.0,0.0,0.0,3.4,8.1,0.08,0.0,3.7,3.7,5.4,0.1,0.01,0.6,40.9,0.0,5.4,1.9,7.3,328.8,6.2,0.62,38.8,2481.4,0.14,329.2,112.8,442.0,8.44,0.0,0.0,8.44,8.77,0.0,0.0,8.77,0.0,0.0,0.0,14868.9,4987.6,0.0,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,9819.4,0.0,0.0,0.0,4987.6,0.0
2050-01-01 07:00:00,2050-01-01 06:00:00,14054.7,0.0,0.0,133.2,14187.9,13614.7,9220.2,7854.2,10708.4,0.0313,0.0383,0.0,0.0,0.0,5.2,12.2,0.11,0.0,5.5,5.5,1.9,0.0,0.0,4.0,23.0,0.08,1.9,4.7,6.6,36.0,0.7,0.07,4.3,271.4,0.02,36.0,12.4,48.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.55,0.0,0.0,8.55,8.89,0.0,0.0,8.89,0.0,0.0,0.0,17042.1,4967.7,2192.9,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,9819.4,0.0,0.0,0.0,4967.7,0.0
2050-01-01 08:00:00,2050-01-01 07:00:00,14758.9,0.0,0.0,155.0,14914.0,14291.3,9813.8,10019.3,10086.8,0.0317,0.0402,0.0,0.0,0.0,5.9,13.8,0.13,0.0,6.3,6.3,0.0,0.0,0.0,3.4,7.9,0.07,0.0,3.6,3.6,22.1,0.4,0.04,2.6,166.7,0.01,22.1,7.6,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.61,0.0,0.0,7.61,7.93,0.0,0.0,7.93,0.0,0.0,0.0,14981.5,5100.1,0.0,44.3,0.0,0.0,0.0,2.8,0.0,0.0,0.0,17.7,9819.4,0.0,0.0,167.9,4929.5,0.0
