Project,Scenario,Dollar_year,Weather_year,Start_day,gea,country,tz,t
Cambium24,MidCase,2023$,2012,Sunday,PJM_West,usa,CT,2025
Metric definitions and scenario descriptions: 2024 Cambium Documentation (https://www.nrel.gov/docs/fy25osti/93005.pdf)
Time,Time,Load,Load,Load,Load,Load,Load,Load,Transmission,Transmission,Operational,Operational,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Curtailment,Curtailment,Curtailment,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation
Datetime,Datetime,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh/MWh,MWh/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
timestamp,timestamp_local,busbar_load_for_enduse,battery_charging,phs_charging,trans_losses,busbar_load,enduse_load,net_load_busbar,imports,exports,distloss_rate_avg,distloss_rate_marg,aer_gen_co2_c,aer_gen_ch4_c,aer_gen_n2o_c,aer_gen_co2_p,aer_gen_ch4_p,aer_gen_n2o_p,aer_gen_co2e_c,aer_gen_co2e_p,aer_gen_co2e,aer_load_co2_c,aer_load_ch4_c,aer_load_n2o_c,aer_load_co2_p,aer_load_ch4_p,aer_load_n2o_p,aer_load_co2e_c,aer_load_co2e_p,aer_load_co2e,lrmer_co2_c,lrmer_ch4_c,lrmer_n2o_c,lrmer_co2_p,lrmer_ch4_p,lrmer_n2o_p,lrmer_co2e_c,lrmer_co2e_p,lrmer_co2e,srmer_co2_c,srmer_ch4_c,srmer_n2o_c,srmer_co2_p,srmer_ch4_p,srmer_n2o_p,srmer_co2e_c,srmer_co2e_p,srmer_co2e,energy_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,curt_wind_MWh,curt_solar_MWh,curtailment_MWh,generation,variable_generation,battery_MWh,biomass_MWh,canada_MWh,coal_MWh,csp_MWh,distpv_MWh,gas-cc_MWh,gas-ct_MWh,geothermal_MWh,hydro_MWh,nuclear_MWh,o-g-s_MWh,phs_MWh,upv_MWh,wind-ons_MWh,wind-ofs_MWh
2025-01-01 01:00:00,2025-01-01 00:00:00,9704.2,1004.8,0.0,11.0,10720.0,9396.5,9102.4,0.0,1603.8,0.0317,0.0405,0.0,0.0,0.0,7.7,18.2,0.17,0.0,8.3,8.3,0.0,0.0,0.0,7.8,18.5,0.17,0.0,8.4,8.4,333.1,33.3,4.81,15.0,1074.9,0.17,335.4,47.1,382.5,1219.7,140.5,20.43,37.6,2655.9,0.6,1229.4,116.9,1346.3,17.78,0.0,0.16,17.94,18.53,0.0,0.09,18.61,0.0,0.0,0.0,12323.8,1617.6,2.4,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,10641.8,0.0,0.0,0.0,1617.6,0.0
2025-01-01 02:00:00,2025-01-01 01:00:00,9392.6,0.0,0.0,19.5,9412.2,9097.3,7853.5,0.0,2850.3,0.0314,0.0392,0.0,0.0,0.0,7.7,18.3,0.17,0.0,8.3,8.3,0.0,0.0,0.0,7.8,18.4,0.17,0.0,8.4,8.4,78.1,1.8,0.22,9.1,667.2,0.05,78.2,29.0,107.3,377.2,7.1,0.71,44.6,3524.1,0.16,377.6,149.6,527.2,17.45,0.0,0.09,17.54,18.17,0.0,0.09,18.26,0.0,0.0,0.0,12262.5,1558.7,0.0,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,10641.8,0.0,0.0,0.0,1558.7,0.0
2025-01-01 03:00:00,2025-01-01 02:00:00,9124.2,56.5,0.0,21.3,9202.0,8839.2,7621.3,0.0,3082.5,0.0312,0.0381,0.0,0.0,0.0,7.7,18.3,0.17,0.0,8.3,8.3,0.0,0.0,0.0,7.8,18.4,0.17,0.0,8.4,8.4,150.6,3.1,0.33,17.8,1362.3,0.07,150.7,58.4,209.1,35.3,0.7,0.07,4.2,330.0,0.02,35.4,14.0,49.4,11.7,0.0,0.09,11.79,12.12,0.0,0.09,12.21,0.0,0.0,0.0,12284.5,1580.7,0.0,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,10641.8,0.0,0.0,0.0,1580.7,0.0
2025-01-01 04:00:00,2025-01-01 03:00:00,9020.0,385.0,0.0,20.1,9425.1,8739.0,7829.5,0.0,2874.3,0.0312,0.0377,0.0,0.0,0.0,7.7,18.2,0.17,0.0,8.3,8.3,0.0,0.0,0.0,7.8,18.4,0.17,0.0,8.4,8.4,95.7,2.1,0.25,11.2,834.1,0.05,95.8,36.1,131.9,34.5,0.7,0.07,4.1,322.7,0.01,34.6,13.7,48.3,11.9,0.0,0.12,12.02,12.1,0.0,0.09,12.19,0.0,0.0,0.0,12299.4,1595.6,0.0,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,10641.8,0.0,0.0,0.0,1595.6,0.0
2025-01-01 05:00:00,2025-01-01 04:00:00,9049.5,63.5,0.0,22.2,9135.2,8767.4,7501.9,0.0,3201.9,0.0312,0.0378,0.0,0.0,0.0,7.7,18.2,0.17,0.0,8.3,8.3,0.0,0.0,0.0,7.8,18.3,0.17,0.0,8.3,8.3,153.2,3.1,0.34,18.1,1387.1,0.08,153.4,59.4,212.8,34.3,0.6,0.06,4.1,320.4,0.01,34.3,13.6,47.9,11.69,0.0,0.09,11.78,12.1,0.0,0.09,12.18,0.0,0.0,0.0,12337.1,1633.3,0.0,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,10641.8,0.0,0.0,0.0,1633.3,0.0
2025-01-01 06:00:00,2025-01-01 05:00:00,9307.4,0.0,0.0,20.8,9328.1,9015.4,7687.4,0.0,3016.4,0.0314,0.0389,0.0,0.0,0.0,7.7,18.2,0.17,0.0,8.3,8.3,0.0,0.0,0.0,7.8,18.3,0.17,0.0,8.3,8.3,197.4,3.9,0.41,23.3,1809.2,0.09,197.6,77.2,274.9,377.1,7.1,0.71,44.5,3522.8,0.16,377.5,149.6,527.0,17.45,0.0,0.08,17.54,18.16,0.0,0.09,18.25,0.0,0.0,0.0,12344.6,1640.7,0.0,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,10641.8,0.0,0.0,0.0,1640.7,0.0
2025-01-01 07:00:00,2025-01-01 06:00:00,9602.1,833.1,0.0,13.2,10448.4,9298.5,8806.6,0.0,1897.2,0.0316,0.0401,0.0,0.0,0.0,7.7,18.2,0.17,0.0,8.3,8.3,0.0,0.0,0.0,7.8,18.3,0.17,0.0,8.3,8.3,232.6,17.7,2.51,15.5,1150.3,0.12,233.8,49.8,283.7,377.5,7.1,0.71,44.6,3527.3,0.16,377.9,149.8,527.7,17.49,0.0,0.15,17.63,18.18,0.0,0.08,18.27,0.0,0.0,0.0,12345.6,1641.8,0.0,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,10641.8,0.0,0.0,0.0,1641.8,0.0
2025-01-01 08:00:00,2025-01-01 07:00:00,9777.9,671.4,0.0,12.8,10462.1,9467.2,8785.1,0.0,1918.7,0.0318,0.0408,0.0,0.0,0.0,7.7,18.1,0.17,0.0,8.3,8.3,0.0,0.0,0.0,7.7,18.2,0.17,0.0,8.3,8.3,290.6,30.2,4.38,12.1,842.4,0.15,292.7,37.2,329.9,1019.6,117.4,17.08,31.4,2220.3,0.5,1027.8,97.7,1125.5,17.78,0.0,0.13,17.91,18.53,0.0,0.08,18.61,0.0,0.0,0.0,12380.8,1677.0,0.0,44.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.7,10641.8,0.0,0.0,34.2,1641.8,0.0
