Project,Scenario,Dollar_year,Weather_year,Start_day,gea,country,tz,t
Cambium24,LowRECost,2023$,2012,Sunday,PJM_West,usa,CT,2030
Metric definitions and scenario descriptions: 2024 Cambium Documentation (https://www.nrel.gov/docs/fy25osti/93005.pdf)
Time,Time,Load,Load,Load,Load,Load,Load,Load,Transmission,Transmission,Operational,Operational,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Curtailment,Curtailment,Curtailment,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation
Datetime,Datetime,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh/MWh,MWh/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,g/MWh,g/MWh,kg/MWh,kg/MWh,kg/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,$/MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
timestamp,timestamp_local,busbar_load_for_enduse,battery_charging,phs_charging,trans_losses,busbar_load,enduse_load,net_load_busbar,imports,exports,distloss_rate_avg,distloss_rate_marg,aer_gen_co2_c,aer_gen_ch4_c,aer_gen_n2o_c,aer_gen_co2_p,aer_gen_ch4_p,aer_gen_n2o_p,aer_gen_co2e_c,aer_gen_co2e_p,aer_gen_co2e,aer_load_co2_c,aer_load_ch4_c,aer_load_n2o_c,aer_load_co2_p,aer_load_ch4_p,aer_load_n2o_p,aer_load_co2e_c,aer_load_co2e_p,aer_load_co2e,lrmer_co2_c,lrmer_ch4_c,lrmer_n2o_c,lrmer_co2_p,lrmer_ch4_p,lrmer_n2o_p,lrmer_co2e_c,lrmer_co2e_p,lrmer_co2e,srmer_co2_c,srmer_ch4_c,srmer_n2o_c,srmer_co2_p,srmer_ch4_p,srmer_n2o_p,srmer_co2e_c,srmer_co2e_p,srmer_co2e,energy_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,curt_wind_MWh,curt_solar_MWh,curtailment_MWh,generation,variable_generation,battery_MWh,biomass_MWh,canada_MWh,coal_MWh,csp_MWh,distpv_MWh,gas-cc_MWh,gas-ct_MWh,geothermal_MWh,hydro_MWh,nuclear_MWh,o-g-s_MWh,phs_MWh,upv_MWh,wind-ons_MWh,wind-ofs_MWh
2030-01-01 01:00:00,2030-01-01 00:00:00,10697.9,0.0,0.0,38.9,10736.8,10356.5,5280.2,0.0,5423.6,0.0319,0.0413,0.0,0.0,0.0,5.9,13.9,0.13,0.0,6.3,6.3,0.0,0.0,0.0,5.8,13.7,0.13,0.0,6.2,6.2,73.7,2.4,0.32,8.0,465.7,0.05,73.8,21.9,95.7,37.4,0.7,0.07,4.4,282.6,0.02,37.5,12.8,50.3,5.87,0.0,0.02,5.89,6.11,0.0,0.02,6.14,0.0,0.0,0.0,16160.5,5456.6,0.0,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,10641.8,0.0,0.0,0.0,5456.6,0.0
2030-01-01 02:00:00,2030-01-01 01:00:00,10280.0,4.9,0.0,40.4,10325.3,9955.5,5079.7,0.0,5624.1,0.0316,0.0397,0.0,0.0,0.0,6.0,14.1,0.13,0.0,6.4,6.4,0.0,0.0,0.0,5.9,13.8,0.13,0.0,6.3,6.3,69.0,2.4,0.32,7.4,427.9,0.04,69.2,20.2,89.4,38.0,0.7,0.07,4.5,287.0,0.02,38.1,13.0,51.1,5.68,0.0,0.02,5.7,5.91,0.0,0.02,5.94,0.0,0.0,0.0,15949.4,5245.5,0.0,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,10641.8,0.0,0.0,0.0,5245.5,0.0
2030-01-01 03:00:00,2030-01-01 02:00:00,9931.6,0.0,0.0,43.6,9975.2,9620.7,4646.7,0.0,6057.1,0.0313,0.0384,0.0,0.0,0.0,5.9,14.0,0.13,0.0,6.4,6.4,0.0,0.0,0.0,5.8,13.8,0.13,0.0,6.3,6.3,68.7,2.4,0.32,7.4,425.2,0.04,68.9,20.1,89.0,38.2,0.7,0.07,4.5,288.4,0.02,38.3,13.1,51.4,6.39,0.0,0.02,6.41,6.64,0.0,0.02,6.66,0.0,0.0,0.0,16032.3,5328.5,0.0,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,10641.8,0.0,0.0,0.0,5328.5,0.0
2030-01-01 04:00:00,2030-01-01 03:00:00,9767.4,291.2,0.0,43.4,10102.0,9462.8,4713.2,0.0,5990.7,0.0312,0.0377,0.0,0.0,0.0,5.9,13.9,0.13,0.0,6.4,6.4,0.0,0.0,0.0,5.8,13.7,0.13,0.0,6.3,6.3,68.0,2.4,0.32,7.3,419.1,0.04,68.2,19.8,88.0,376.0,7.1,0.71,44.4,2837.4,0.16,376.4,129.0,505.4,6.56,0.0,0.03,6.58,6.62,0.0,0.02,6.65,0.0,0.0,0.0,16092.6,5388.8,0.0,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,10641.8,0.0,0.0,0.0,5388.8,0.0
2030-01-01 05:00:00,2030-01-01 04:00:00,9744.2,0.0,0.0,46.5,9790.7,9440.5,4270.9,0.0,6437.8,0.0312,0.0377,0.0,0.0,0.0,5.9,13.8,0.13,0.0,6.3,6.3,0.0,0.0,0.0,5.8,13.7,0.13,0.0,6.2,6.2,71.7,2.4,0.32,7.8,450.0,0.05,71.9,21.2,93.1,33.4,0.6,0.06,3.9,251.8,0.01,33.4,11.5,44.9,6.68,0.0,0.02,6.7,6.94,0.0,0.02,6.96,0.0,0.0,0.0,16228.4,5519.7,4.9,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,10641.8,0.0,0.0,0.0,5519.7,0.0
2030-01-01 06:00:00,2030-01-01 05:00:00,10009.5,0.0,0.0,44.7,10054.2,9695.6,4509.1,0.0,6199.6,0.0314,0.0387,0.0,0.0,0.0,5.8,13.8,0.13,0.0,6.3,6.3,0.0,0.0,0.0,5.8,13.6,0.13,0.0,6.2,6.2,80.4,2.5,0.32,8.8,522.3,0.05,80.6,24.4,105.0,438.9,8.3,0.83,51.8,3311.9,0.19,439.4,150.6,589.9,6.71,0.0,0.02,6.73,6.97,0.0,0.02,6.99,0.0,0.0,0.0,16253.8,5545.1,4.9,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,10641.8,0.0,0.0,0.0,5545.1,0.0
2030-01-01 07:00:00,2030-01-01 06:00:00,10348.4,262.4,0.0,40.5,10651.3,10021.2,5102.5,0.0,5606.2,0.0316,0.04,0.0,0.0,0.0,5.8,13.8,0.13,0.0,6.3,6.3,0.0,0.0,0.0,5.7,13.6,0.13,0.0,6.2,6.2,68.1,2.4,0.32,7.3,419.8,0.04,68.3,19.8,88.1,33.6,0.6,0.06,4.0,253.5,0.01,33.6,11.5,45.2,7.0,0.0,0.03,7.03,7.14,0.0,0.02,7.16,0.0,0.0,0.0,16257.5,5548.8,4.9,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,10641.8,0.0,0.0,0.0,5548.8,0.0
2030-01-01 08:00:00,2030-01-01 07:00:00,10676.8,4.9,0.0,40.2,10721.9,10336.3,5104.8,0.0,5599.0,0.0319,0.0412,0.0,0.0,0.0,5.8,13.7,0.13,0.0,6.3,6.3,0.0,0.0,0.0,5.7,13.5,0.13,0.0,6.2,6.2,69.2,2.4,0.32,7.5,428.6,0.04,69.4,20.2,89.6,32.3,0.6,0.06,3.8,243.7,0.01,32.3,11.1,43.4,5.11,0.0,0.02,5.13,5.32,0.0,0.02,5.34,0.0,0.0,0.0,16321.0,5617.1,0.0,44.3,0.0,0.0,0.0,1.7,0.0,0.0,0.0,17.7,10641.8,0.0,0.0,66.6,5548.8,0.0
